provinsi,kab_kota,kecamatan,desa_kelurahan,tps,suara_A,suara_B,suara_C,suara_sah
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005001,17.0,101.0,82.0,200.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005002,24.0,89.0,52.0,165.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005003,28.0,131.0,68.0,227.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005004,23.0,96.0,110.0,229.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005005,46.0,90.0,115.0,251.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005006,24.0,91.0,129.0,244.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005007,35.0,111.0,89.0,235.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005008,57.0,116.0,68.0,241.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005009,42.0,132.0,95.0,269.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005010,45.0,120.0,80.0,245.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005011,46.0,131.0,83.0,260.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005012,50.0,106.0,81.0,237.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005013,54.0,108.0,78.0,240.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005014,68.0,107.0,71.0,246.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005015,27.0,134.0,72.0,233.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005016,14.0,107.0,104.0,225.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005017,13.0,120.0,85.0,218.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005018,28.0,106.0,86.0,220.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005019,42.0,121.0,96.0,259.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005020,36.0,132.0,80.0,248.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005021,21.0,122.0,93.0,236.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005022,22.0,133.0,91.0,246.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005023,24.0,106.0,86.0,216.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005024,21.0,130.0,103.0,254.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005025,45.0,71.0,44.0,160.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005026,52.0,45.0,49.0,146.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005027,32.0,128.0,64.0,224.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005028,46.0,127.0,67.0,240.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005029,31.0,140.0,77.0,248.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005030,69.0,92.0,68.0,229.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005031,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005032,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,BANYUMANIK,3374111005033,64.0,96.0,71.0,231.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002001,32.0,134.0,70.0,236.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002002,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002003,9.0,105.0,72.0,186.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002004,30.0,118.0,99.0,247.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002005,17.0,97.0,80.0,194.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002006,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002007,28.0,125.0,69.0,222.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002008,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002009,61.0,111.0,101.0,273.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002010,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002011,25.0,78.0,41.0,144.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002012,83.0,98.0,62.0,243.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002013,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002014,101.0,70.0,66.0,237.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002015,23.0,101.0,62.0,186.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002016,73.0,100.0,76.0,249.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002017,39.0,99.0,34.0,172.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002018,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002019,29.0,75.0,37.0,141.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002020,31.0,100.0,50.0,181.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002021,77.0,101.0,59.0,237.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002022,81.0,114.0,41.0,236.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002023,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002024,39.0,76.0,28.0,143.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002025,24.0,89.0,104.0,217.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002026,40.0,86.0,77.0,203.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002027,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002028,57.0,107.0,60.0,224.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002029,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,GEDAWANG,3374111002030,40.0,103.0,47.0,190.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003001,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003002,52.0,132.0,72.0,256.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003003,38.0,129.0,86.0,253.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003004,44.0,136.0,38.0,218.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003005,24.0,105.0,72.0,201.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003006,14.0,86.0,49.0,149.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003007,138.0,5.0,143.0,286.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003008,16.0,114.0,130.0,260.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003009,12.0,99.0,87.0,198.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003010,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003011,25.0,78.0,41.0,144.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003012,36.0,72.0,36.0,144.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003013,38.0,73.0,66.0,177.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,JABUNGAN,3374111003014,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008001,20.0,72.0,72.0,164.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008002,30.0,119.0,73.0,222.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008003,19.0,114.0,85.0,218.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008004,28.0,106.0,93.0,227.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008005,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008006,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008007,39.0,87.0,81.0,207.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008008,22.0,129.0,87.0,238.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008009,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008010,46.0,89.0,82.0,217.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008011,33.0,88.0,87.0,208.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008012,25.0,100.0,99.0,224.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008013,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008014,25.0,109.0,93.0,227.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008015,28.0,119.0,87.0,234.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008016,33.0,102.0,92.0,227.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008017,28.0,70.0,72.0,170.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008018,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008019,17.0,134.0,65.0,216.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008020,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008021,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008022,28.0,117.0,85.0,230.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008023,27.0,85.0,100.0,212.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008024,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008025,58.0,89.0,70.0,217.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008026,66.0,88.0,73.0,227.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008027,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008028,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008029,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008030,44.0,103.0,78.0,225.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008031,14.0,104.0,115.0,233.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008032,26.0,93.0,73.0,192.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008033,43.0,101.0,77.0,221.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008034,33.0,104.0,93.0,230.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008035,26.0,116.0,45.0,187.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008036,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008037,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008038,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,NGESREP,3374111008039,16.0,97.0,113.0,226.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010001,60.0,116.0,62.0,238.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010002,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010003,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010004,89.0,109.0,72.0,270.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010005,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010006,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010007,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010008,13.0,112.0,77.0,202.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010009,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010010,76.0,101.0,74.0,251.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010011,58.0,122.0,53.0,233.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010012,49.0,113.0,88.0,250.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010013,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010014,70.0,96.0,74.0,240.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010015,56.0,91.0,70.0,217.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010016,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010017,46.0,73.0,73.0,192.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010018,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010019,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010020,50.0,106.0,82.0,238.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010021,47.0,95.0,79.0,221.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010022,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010023,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010024,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010025,59.0,89.0,88.0,236.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010026,43.0,122.0,59.0,224.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010027,39.0,93.0,99.0,231.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010028,50.0,118.0,75.0,243.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010029,37.0,114.0,87.0,238.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010030,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010031,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010032,85.0,89.0,72.0,246.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PADANGSARI,3374111010033,65.0,96.0,83.0,244.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004001,47.0,92.0,72.0,211.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004002,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004003,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004004,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004005,65.0,112.0,76.0,253.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004006,58.0,118.0,63.0,239.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004007,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004008,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004009,37.0,114.0,98.0,249.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004010,53.0,111.0,61.0,225.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004011,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004012,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004013,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004014,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004015,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004016,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004017,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004018,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004019,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004020,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004021,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004022,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004023,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004024,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004025,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004026,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004027,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004028,35.0,78.0,73.0,186.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004029,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004030,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004031,87.0,104.0,54.0,245.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004032,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004033,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PEDALANGAN,3374111004034,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001001,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001002,34.0,123.0,100.0,257.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001003,51.0,91.0,102.0,244.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001004,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001005,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001006,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001007,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001008,27.0,68.0,45.0,140.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001009,23.0,114.0,125.0,262.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001010,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001011,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001012,15.0,104.0,131.0,250.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001013,42.0,79.0,70.0,191.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001014,24.0,108.0,110.0,242.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001015,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001016,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001017,44.0,109.0,113.0,266.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001018,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001019,14.0,100.0,87.0,201.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001020,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001021,25.0,95.0,95.0,215.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001022,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001023,15.0,112.0,83.0,210.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001024,30.0,100.0,106.0,236.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001025,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001026,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001027,52.0,102.0,71.0,225.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001028,40.0,101.0,100.0,241.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001029,19.0,84.0,78.0,181.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001030,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001031,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001032,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001033,49.0,135.0,51.0,235.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001034,65.0,97.0,80.0,242.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001035,44.0,68.0,65.0,177.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001036,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001037,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001038,30.0,118.0,92.0,240.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001039,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001040,43.0,117.0,96.0,256.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001041,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001042,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001043,18.0,91.0,49.0,158.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001044,14.0,81.0,68.0,163.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001045,33.0,138.0,7.0,178.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001046,35.0,146.0,8.0,189.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001047,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001048,40.0,82.0,69.0,191.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001049,45.0,64.0,69.0,178.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001050,34.0,84.0,56.0,174.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001051,66.0,115.0,54.0,235.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001052,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001053,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001054,67.0,110.0,92.0,269.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001055,46.0,100.0,86.0,232.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001056,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001057,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001058,39.0,88.0,70.0,197.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001059,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001060,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001061,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001062,51.0,146.0,74.0,271.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001063,33.0,112.0,76.0,221.0
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001064,,,,
JAWA TENGAH,KOTA SEMARANG,BANYUMANIK,PUDAKPAYUNG,3374111001065,,,,
