provinsi,kab_kota,kecamatan,desa_kelurahan,tps,suara_A,suara_B,suara_C,suara_sah
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,3374141005008,,,,
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,3374141005009,16.0,152.0,47.0,215.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,3374141005010,17.0,133.0,71.0,221.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,3374141005011,25.0,115.0,82.0,222.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,3374141005012,18.0,76.0,44.0,138.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,3374141005013,23.0,94.0,49.0,166.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,3374141005014,26.0,91.0,101.0,218.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,PURWOSARI,3374141005015,22.0,113.0,69.0,204.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006001,12.0,121.0,70.0,203.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006002,17.0,109.0,89.0,215.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006003,24.0,93.0,103.0,220.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006004,17.0,114.0,96.0,227.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006005,31.0,144.0,75.0,250.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006006,26.0,162.0,62.0,250.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006007,36.0,115.0,74.0,225.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006008,14.0,157.0,86.0,257.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006009,18.0,143.0,89.0,250.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006010,18.0,186.0,73.0,277.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006011,24.0,131.0,80.0,235.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006012,38.0,132.0,60.0,230.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006013,31.0,142.0,67.0,240.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,TAMBANGAN,3374141006014,29.0,115.0,80.0,224.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007001,,,,
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007002,30.0,162.0,67.0,259.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007003,25.0,152.0,74.0,251.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007004,12.0,91.0,97.0,200.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007005,28.0,125.0,99.0,252.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007006,57.0,115.0,85.0,257.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007007,22.0,137.0,103.0,262.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007008,11.0,129.0,86.0,226.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007009,29.0,171.0,54.0,254.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007010,60.0,82.0,81.0,223.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007011,28.0,118.0,112.0,258.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007012,74.0,85.0,53.0,212.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007013,27.0,166.0,59.0,252.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007014,26.0,151.0,72.0,249.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007015,45.0,133.0,65.0,243.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007016,43.0,101.0,72.0,216.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007017,33.0,88.0,79.0,200.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007018,27.0,101.0,73.0,201.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007019,33.0,128.0,73.0,234.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007020,17.0,110.0,42.0,169.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007021,11.0,103.0,59.0,173.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007022,17.0,103.0,52.0,172.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007023,,,,
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007024,44.0,141.0,60.0,245.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007025,53.0,125.0,60.0,238.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007026,35.0,143.0,58.0,236.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007027,33.0,151.0,43.0,227.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOLOPO,3374141007028,,,,
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012001,11.0,147.0,86.0,244.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012002,19.0,166.0,65.0,250.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012003,15.0,162.0,92.0,269.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012004,23.0,146.0,77.0,246.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012005,28.0,128.0,94.0,250.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012006,27.0,167.0,67.0,261.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012007,,,,
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012008,31.0,126.0,89.0,246.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012009,7.0,133.0,77.0,217.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012010,6.0,134.0,84.0,224.0
JAWA TENGAH,KOTA SEMARANG,MIJEN,WONOPLUMBON,3374141012011,12.0,120.0,95.0,227.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006001,10.0,117.0,88.0,215.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006002,21.0,134.0,64.0,219.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006003,11.0,110.0,76.0,197.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006004,24.0,97.0,42.0,163.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006005,20.0,125.0,76.0,221.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006006,25.0,134.0,88.0,247.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006007,22.0,149.0,77.0,248.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006008,9.0,126.0,108.0,243.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006009,13.0,127.0,67.0,207.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006010,20.0,118.0,103.0,241.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006011,17.0,66.0,92.0,175.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006012,17.0,116.0,72.0,205.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006013,41.0,120.0,74.0,235.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006014,15.0,125.0,96.0,236.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006015,,,,259.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006016,26.0,140.0,30.0,196.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BAMBANKEREP,3374151006017,36.0,124.0,92.0,252.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003001,60.0,124.0,87.0,271.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003002,63.0,140.0,52.0,255.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003003,63.0,93.0,72.0,228.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003004,65.0,93.0,59.0,217.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003005,77.0,104.0,69.0,250.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003006,52.0,132.0,70.0,254.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003007,46.0,137.0,68.0,251.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003008,62.0,100.0,65.0,227.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003009,,,,
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003010,54.0,115.0,53.0,222.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003011,56.0,86.0,50.0,192.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003012,53.0,120.0,81.0,254.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003013,27.0,109.0,57.0,193.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003014,39.0,139.0,81.0,259.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003015,25.0,162.0,65.0,252.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003016,39.0,118.0,59.0,216.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003017,54.0,143.0,64.0,261.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003018,18.0,168.0,80.0,266.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003019,28.0,159.0,80.0,267.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003020,,,,
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003021,42.0,124.0,71.0,237.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003022,31.0,133.0,74.0,238.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003023,62.0,125.0,65.0,252.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003024,66.0,111.0,63.0,240.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003025,86.0,114.0,65.0,265.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003026,101.0,89.0,55.0,245.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003027,87.0,88.0,69.0,244.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003028,75.0,115.0,53.0,243.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003029,28.0,82.0,59.0,169.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003030,32.0,96.0,52.0,180.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003031,59.0,97.0,79.0,235.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003032,76.0,92.0,62.0,230.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003033,58.0,93.0,73.0,224.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003034,54.0,102.0,69.0,225.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003035,74.0,92.0,83.0,249.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003036,66.0,101.0,59.0,226.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003037,49.0,133.0,83.0,265.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003038,62.0,105.0,80.0,247.0
JAWA TENGAH,KOTA SEMARANG,NGALIYAN,BRINGIN,3374151003039,39.0,111.0,63.0,213.0
